brand_id,entity_type,entity_id,parent_adgroup_id,name,status,campaign_type,daily_budget_krw,created_at,updated_at
entropy,ad,grp-a001-02-000000063921703,grp-a001-02-000000063921703,nad-a001-02-000000489380580,PAUSED,,0,2026-03-13T05:51:20.000Z,2026-04-27T02:29:01.000Z
entropy,ad,grp-a001-02-000000063921742,grp-a001-02-000000063921742,nad-a001-02-000000489380883,ELIGIBLE,,0,2026-03-13T05:51:41.000Z,2026-06-08T06:23:11.000Z
entropy,ad,grp-a001-02-000000063921744,grp-a001-02-000000063921744,nad-a001-02-000000500989807,ELIGIBLE,,0,2026-04-06T05:59:36.000Z,2026-05-19T12:31:13.000Z
entropy,ad,grp-a001-02-000000063921746,grp-a001-02-000000063921746,nad-a001-02-000000489380895,ELIGIBLE,,0,2026-03-13T05:51:42.000Z,2026-05-19T12:32:33.000Z
entropy,ad,grp-a001-02-000000063921747,grp-a001-02-000000063921747,nad-a001-02-000000489380902,ELIGIBLE,,0,2026-03-13T05:51:43.000Z,2026-05-19T12:34:27.000Z
entropy,ad,grp-a001-02-000000063921748,grp-a001-02-000000063921748,nad-a001-02-000000489380909,ELIGIBLE,,0,2026-03-13T05:51:43.000Z,2026-06-08T10:22:57.000Z
entropy,ad,grp-a001-02-000000063921749,grp-a001-02-000000063921749,nad-a001-02-000000489380916,PAUSED,,0,2026-03-13T05:51:44.000Z,2026-05-13T02:46:29.000Z
entropy,ad,grp-a001-02-000000063921751,grp-a001-02-000000063921751,nad-a001-02-000000489380922,ELIGIBLE,,0,2026-03-13T05:51:44.000Z,2026-05-13T02:46:16.000Z
entropy,ad,grp-a001-02-000000063921752,grp-a001-02-000000063921752,nad-a001-02-000000489380929,ELIGIBLE,,0,2026-03-13T05:51:45.000Z,2026-06-08T17:32:05.000Z
entropy,ad,grp-a001-02-000000063921754,grp-a001-02-000000063921754,nad-a001-02-000000489380947,ELIGIBLE,,0,2026-03-13T05:51:45.000Z,2026-06-08T17:31:00.000Z
entropy,ad,grp-a001-02-000000063921755,grp-a001-02-000000063921755,nad-a001-02-000000489380969,ELIGIBLE,,0,2026-03-13T05:51:46.000Z,2026-05-30T17:25:07.000Z
entropy,ad,grp-a001-02-000000063922213,grp-a001-02-000000063922213,nad-a001-02-000000489388257,PAUSED,,0,2026-03-13T05:57:46.000Z,2026-04-28T02:31:11.000Z
entropy,ad,grp-a001-02-000000063922214,grp-a001-02-000000063922214,nad-a001-02-000000489388259,PAUSED,,0,2026-03-13T05:57:46.000Z,2026-06-07T23:25:57.000Z
entropy,ad,grp-a001-02-000000063922215,grp-a001-02-000000063922215,nad-a001-02-000000516049099,PAUSED,,0,2026-04-30T01:26:46.000Z,2026-05-26T02:24:19.000Z
entropy,ad,grp-a001-02-000000063922216,grp-a001-02-000000063922216,nad-a001-02-000000489388292,ELIGIBLE,,0,2026-03-13T05:57:47.000Z,2026-04-27T07:22:56.000Z
entropy,ad,grp-a001-02-000000063922217,grp-a001-02-000000063922217,nad-a001-02-000000489388295,ELIGIBLE,,0,2026-03-13T05:57:48.000Z,2026-04-27T07:22:44.000Z
entropy,ad,grp-a001-02-000000063922218,grp-a001-02-000000063922218,nad-a001-02-000000489388297,ELIGIBLE,,0,2026-03-13T05:57:48.000Z,2026-04-27T07:23:03.000Z
entropy,ad,grp-a001-02-000000063922219,grp-a001-02-000000063922219,nad-a001-02-000000489388315,PAUSED,,0,2026-03-13T05:57:49.000Z,2026-04-27T02:29:07.000Z
entropy,ad,grp-a001-02-000000063922220,grp-a001-02-000000063922220,nad-a001-02-000000489388332,ELIGIBLE,,0,2026-03-13T05:57:49.000Z,2026-05-08T08:22:03.000Z
entropy,ad,grp-a001-02-000000063922221,grp-a001-02-000000063922221,nad-a001-02-000000489388334,ELIGIBLE,,0,2026-03-13T05:57:49.000Z,2026-04-27T07:22:47.000Z
entropy,ad,grp-a001-02-000000063922760,grp-a001-02-000000063922760,nad-a001-02-000000489391445,PAUSED,,0,2026-03-13T06:00:38.000Z,2026-04-10T10:24:06.000Z
entropy,ad,grp-a001-02-000000063922761,grp-a001-02-000000063922761,nad-a001-02-000000489391449,PAUSED,,0,2026-03-13T06:00:39.000Z,2026-05-13T02:43:30.000Z
entropy,ad,grp-a001-02-000000063922762,grp-a001-02-000000063922762,nad-a001-02-000000489391454,ELIGIBLE,,0,2026-03-13T06:00:39.000Z,2026-05-13T02:37:49.000Z
entropy,ad,grp-a001-02-000000063922764,grp-a001-02-000000063922764,nad-a001-02-000000489391459,ELIGIBLE,,0,2026-03-13T06:00:40.000Z,2026-05-19T12:26:01.000Z
entropy,ad,grp-a001-02-000000063922766,grp-a001-02-000000063922766,nad-a001-02-000000489391462,ELIGIBLE,,0,2026-03-13T06:00:40.000Z,2026-05-19T12:30:47.000Z
entropy,ad,grp-a001-02-000000063922768,grp-a001-02-000000063922768,nad-a001-02-000000489391466,ELIGIBLE,,0,2026-03-13T06:00:40.000Z,2026-05-19T10:20:54.000Z
entropy,ad,grp-a001-02-000000063922769,grp-a001-02-000000063922769,nad-a001-02-000000489391469,ELIGIBLE,,0,2026-03-13T06:00:41.000Z,2026-05-19T12:30:54.000Z
entropy,ad,grp-a001-02-000000063922771,grp-a001-02-000000063922771,nad-a001-02-000000516047541,PAUSED,,0,2026-04-30T01:23:52.000Z,2026-05-26T06:24:30.000Z
entropy,ad,grp-a001-02-000000064075996,grp-a001-02-000000064075996,nad-a001-02-000000490585371,PAUSED,,0,2026-03-16T08:36:29.000Z,2026-04-28T03:23:14.000Z
entropy,ad,grp-a001-02-000000064076365,grp-a001-02-000000064076365,nad-a001-02-000000490595012,PAUSED,,0,2026-03-16T08:45:10.000Z,2026-04-28T03:23:14.000Z
entropy,ad,grp-a001-02-000000064079637,grp-a001-02-000000064079637,nad-a001-02-000000490686208,ELIGIBLE,,0,2026-03-16T11:12:44.000Z,2026-04-27T07:22:53.000Z
entropy,ad,grp-a001-02-000000064159119,grp-a001-02-000000064159119,nad-a001-02-000000491601237,ELIGIBLE,,0,2026-03-18T06:08:59.000Z,2026-05-24T17:21:30.000Z
entropy,ad,grp-a001-02-000000064159376,grp-a001-02-000000064159376,nad-a001-02-000000516047296,PAUSED,,0,2026-04-30T01:23:32.000Z,2026-05-26T06:24:48.000Z
entropy,ad,grp-a001-02-000000064159377,grp-a001-02-000000064159377,nad-a001-02-000000491607304,ELIGIBLE,,0,2026-03-18T06:16:47.000Z,2026-05-24T17:21:56.000Z
entropy,ad,grp-a001-02-000000064160603,grp-a001-02-000000064160603,nad-a001-02-000000491608195,ELIGIBLE,,0,2026-03-18T06:18:34.000Z,2026-05-24T17:21:30.000Z
entropy,ad,grp-a001-02-000000064160605,grp-a001-02-000000064160605,nad-a001-02-000000516046643,PAUSED,,0,2026-04-30T01:22:35.000Z,2026-05-26T06:24:48.000Z
entropy,ad,grp-a001-02-000000064160607,grp-a001-02-000000064160607,nad-a001-02-000000491608249,ELIGIBLE,,0,2026-03-18T06:18:35.000Z,2026-05-24T17:21:56.000Z
entropy,ad,grp-a001-02-000000064395858,grp-a001-02-000000064395858,nad-a001-02-000000493883992,PAUSED,,0,2026-03-23T05:49:40.000Z,2026-04-08T10:24:30.000Z
entropy,ad,grp-a001-02-000000064397375,grp-a001-02-000000064397375,nad-a001-02-000000493883640,PAUSED,,0,2026-03-23T05:48:44.000Z,2026-04-08T10:24:30.000Z
entropy,ad,grp-a001-02-000000064397691,grp-a001-02-000000064397691,nad-a001-02-000000493884095,ELIGIBLE,,0,2026-03-23T05:50:05.000Z,2026-05-17T16:20:34.000Z
entropy,ad,grp-a001-02-000000064397693,grp-a001-02-000000064397693,nad-a001-02-000000493882566,ELIGIBLE,,0,2026-03-23T05:47:59.000Z,2026-05-17T16:20:34.000Z
entropy,ad,grp-a001-02-000000064424309,grp-a001-02-000000064424309,nad-a001-02-000000494260055,PAUSED,,0,2026-03-24T01:56:24.000Z,2026-06-09T08:37:36.000Z
entropy,ad,grp-a001-02-000000064424310,grp-a001-02-000000064424310,nad-a001-02-000000494256534,PAUSED,,0,2026-03-24T01:53:44.000Z,2026-06-09T08:37:36.000Z
entropy,ad,grp-a001-02-000000064424311,grp-a001-02-000000064424311,nad-a001-02-000000494261115,ELIGIBLE,,0,2026-03-24T01:58:04.000Z,2026-04-27T07:22:39.000Z
entropy,ad,grp-a001-02-000000064424399,grp-a001-02-000000064424399,nad-a001-02-000000494280902,ELIGIBLE,,0,2026-03-24T02:37:15.000Z,2026-05-19T12:29:33.000Z
entropy,ad,grp-a001-02-000000064424401,grp-a001-02-000000064424401,nad-a001-02-000000494281635,ELIGIBLE,,0,2026-03-24T02:38:20.000Z,2026-05-19T12:26:05.000Z
entropy,ad,grp-a001-02-000000064424539,grp-a001-02-000000064424539,nad-a001-02-000000494275970,ELIGIBLE,,0,2026-03-24T02:28:04.000Z,2026-04-27T07:22:39.000Z
entropy,ad,grp-a001-02-000000064920968,grp-a001-02-000000064920968,nad-a001-02-000000516046769,PAUSED,,0,2026-04-30T01:22:54.000Z,2026-05-26T06:24:30.000Z
entropy,ad,grp-a001-02-000000064921805,grp-a001-02-000000064921805,nad-a001-02-000000516048916,PAUSED,,0,2026-04-30T01:26:16.000Z,2026-05-26T02:24:19.000Z
entropy,ad,grp-a001-02-000000064921981,grp-a001-02-000000064921981,nad-a001-02-000000500997681,ELIGIBLE,,0,2026-04-06T06:07:53.000Z,2026-04-27T07:22:53.000Z
entropy,ad,grp-a001-02-000000064922314,grp-a001-02-000000064922314,nad-a001-02-000000501009945,PAUSED,,0,2026-04-06T06:22:03.000Z,2026-04-14T07:23:58.000Z
entropy,ad,grp-a001-02-000000065370492,grp-a001-02-000000065370492,nad-a001-02-000000508627080,ELIGIBLE,,0,2026-04-20T00:57:52.000Z,2026-05-13T02:45:03.000Z
entropy,ad,grp-a001-02-000000065370510,grp-a001-02-000000065370510,nad-a001-02-000000508630241,ELIGIBLE,,0,2026-04-20T01:00:42.000Z,2026-05-13T02:39:32.000Z
entropy,ad,grp-a001-02-000000065370515,grp-a001-02-000000065370515,nad-a001-02-000000508630956,ELIGIBLE,,0,2026-04-20T01:01:41.000Z,2026-05-13T02:41:42.000Z
entropy,ad,grp-a001-02-000000065370525,grp-a001-02-000000065370525,nad-a001-02-000000508633351,ELIGIBLE,,0,2026-04-20T01:03:19.000Z,2026-05-13T02:37:14.000Z
entropy,ad,grp-a001-02-000000065370537,grp-a001-02-000000065370537,nad-a001-02-000000508634156,ELIGIBLE,,0,2026-04-20T01:04:18.000Z,2026-05-13T02:39:50.000Z
entropy,ad,grp-a001-02-000000065370675,grp-a001-02-000000065370675,nad-a001-02-000000508642564,ELIGIBLE,,0,2026-04-20T01:14:09.000Z,2026-05-13T02:45:03.000Z
entropy,ad,grp-a001-02-000000065370676,grp-a001-02-000000065370676,nad-a001-02-000000508642567,ELIGIBLE,,0,2026-04-20T01:14:10.000Z,2026-05-13T02:39:32.000Z
entropy,ad,grp-a001-02-000000065370677,grp-a001-02-000000065370677,nad-a001-02-000000508642570,ELIGIBLE,,0,2026-04-20T01:14:10.000Z,2026-05-13T02:41:42.000Z
