date,customer_id,campaign_id,campaign_name,ad_group_id,ad_group_name,ad_id,ad_name,ad_type,ad_status,spend_krw,impressions,clicks,conversions,attributed_revenue_krw
2025-01-10,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,21848,4521,35,0,0
2025-01-10,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,17236,3506,71,0,0
2025-01-10,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602474,뷰러 없이_A0000000000098464,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,11192,2299,39,0,0
2025-01-11,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,8015,1029,8,0,0
2025-01-11,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30859,3590,47,0,0
2025-01-11,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602474,뷰러 없이_A0000000000098464,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,34206,4083,74,0,50
2025-01-12,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,16713,2396,36,0,82
2025-01-12,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,22337,2596,34,0,0
2025-01-12,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602474,뷰러 없이_A0000000000098464,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,37485,3882,68,0,0
2025-01-13,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,17316,1479,19,0,0
2025-01-13,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,16279,1501,24,0,0
2025-01-14,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,10995,1164,13,0,0
2025-01-14,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,13797,1210,15,1,47000
2025-01-14,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602474,뷰러 없이_A0000000000098464,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,35822,3859,44,0,27
2025-01-15,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,18330,938,8,0,0
2025-01-15,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,15041,821,5,0,0
2025-01-15,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602474,뷰러 없이_A0000000000098464,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,12567,817,16,0,0
2025-01-16,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,39860,9098,67,0,0
2025-01-16,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,22679,2952,13,0,0
2025-01-17,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,37250,8366,44,0,0
2025-01-17,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,18586,2743,18,0,0
2025-01-18,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,26660,3830,36,0,0
2025-01-18,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,25044,4836,27,0,0
2025-01-19,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602468,아무도 안 알려주는_A0000000000098465,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,228,22,0,0,0
2025-01-19,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,51439,8079,64,0,0
2025-01-20,4988024901,22112548031,250110_래쉬펌_디멘드젠,172503086639,250110_래쉬펌_숏츠_디멘드젠,728596602471,소희대표님_A0000000000098466,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,44719,4349,34,0,0
2024-10-08,4988024901,21782096832,241008_애쉬브라운_숏츠캠페인,173822299412,241008_애쉬브라운_숏츠,716301080381,광고 #1,VIDEO_RESPONSIVE_AD,ENABLED,20218,2324,1,0,0
2024-10-09,4988024901,21782096832,241008_애쉬브라운_숏츠캠페인,173822299412,241008_애쉬브라운_숏츠,716301080381,광고 #1,VIDEO_RESPONSIVE_AD,ENABLED,20849,5645,1,0,0
2024-10-10,4988024901,21782096832,241008_애쉬브라운_숏츠캠페인,173822299412,241008_애쉬브라운_숏츠,716301080381,광고 #1,VIDEO_RESPONSIVE_AD,ENABLED,20847,9035,0,0,0
2024-10-11,4988024901,21782096832,241008_애쉬브라운_숏츠캠페인,173822299412,241008_애쉬브라운_숏츠,716301080381,광고 #1,VIDEO_RESPONSIVE_AD,ENABLED,9806,3077,2,0,0
2025-03-25,4988024901,22370383181,250324_애쉬브라운_디멘드젠캠페인,175665043406,250324_애쉬브라운_디멘드젠,741197853264,A0000000000095243_애쉬브라운_우수현,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,63198,11216,85,1,45750
2025-03-26,4988024901,22370383181,250324_애쉬브라운_디멘드젠캠페인,175665043406,250324_애쉬브라운_디멘드젠,741197853264,A0000000000095243_애쉬브라운_우수현,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,2900,944,3,0,0
2025-01-10,4988024901,22112437676,250110_래쉬펌_동영상조회,175718424920,250110_래쉬펌1,728716321346,아무도 안 알려주는_A0000000000098464,VIDEO_RESPONSIVE_AD,ENABLED,39,1,0,0,0
2025-03-14,4988024901,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,176399317837,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,738795351019,A0000000000107286_구글_래쉬펌_화이트데이 프로모션 소재,DEMAND_GEN_MULTI_ASSET_AD,PAUSED,55539,23342,180,0,0
2025-03-15,4988024901,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,176399317837,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,738795351019,A0000000000107286_구글_래쉬펌_화이트데이 프로모션 소재,DEMAND_GEN_MULTI_ASSET_AD,PAUSED,49842,16716,169,2,70536
2025-03-16,4988024901,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,176399317837,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,738795351019,A0000000000107286_구글_래쉬펌_화이트데이 프로모션 소재,DEMAND_GEN_MULTI_ASSET_AD,PAUSED,30041,9137,77,0,0
2025-03-17,4988024901,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,176399317837,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,738795351019,A0000000000107286_구글_래쉬펌_화이트데이 프로모션 소재,DEMAND_GEN_MULTI_ASSET_AD,PAUSED,73192,25778,208,1,37600
2025-03-18,4988024901,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,176399317837,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,738795351019,A0000000000107286_구글_래쉬펌_화이트데이 프로모션 소재,DEMAND_GEN_MULTI_ASSET_AD,PAUSED,38003,10829,127,2,75217
2025-03-19,4988024901,22338656069,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,176399317837,250314_속펌_이미지_화이트데이프로모션_이미지소재_디멘드젠,738795351019,A0000000000107286_구글_래쉬펌_화이트데이 프로모션 소재,DEMAND_GEN_MULTI_ASSET_AD,PAUSED,22345,6936,66,0,0
2025-03-21,4988024901,22356544443,250321_블리치_디멘드젠 캠페인,176417086683,250321_블리치_디멘드젠 캠페인,740341480207,A0000000000104514_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50051,11704,38,0,0
2025-03-22,4988024901,22356544443,250321_블리치_디멘드젠 캠페인,176417086683,250321_블리치_디멘드젠 캠페인,740341480207,A0000000000104514_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,52235,7888,41,2,121364
2025-03-23,4988024901,22356544443,250321_블리치_디멘드젠 캠페인,176417086683,250321_블리치_디멘드젠 캠페인,740341480207,A0000000000104514_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,51026,6508,40,0,0
2025-03-24,4988024901,22356544443,250321_블리치_디멘드젠 캠페인,176417086683,250321_블리치_디멘드젠 캠페인,740341480207,A0000000000104514_블리치,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,8614,629,3,0,0
2025-04-28,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,51571,19359,74,1,36791
2025-04-29,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,78777,28117,202,10.22,379980
2025-04-30,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30031,14480,80,1,37900
2025-05-01,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,29523,17552,101,3,156005
2025-05-02,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30815,15246,67,12,442795
2025-05-03,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,31137,13630,101,1,36936
2025-05-04,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30614,10953,64,1,36897
2025-05-05,4988024901,22485353016,250428_래쉬펌_디멘드젠,176577870377,250428_래쉬펌_디멘드젠,749352089933,A0000000000134023_래쉬펌,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,8998,5173,23,1,36860
2025-03-18,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,26925,2644,34,0,0
2025-03-19,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,187277,28464,494,30,1130843
2025-03-20,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,60753,8883,206,4,152868
2025-03-21,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,100057,18282,347,16,604647
2025-03-22,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,70131,14894,319,17.01,639460
2025-03-23,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,150206,28729,571,11.01,416965
2025-03-24,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,60065,13110,182,8,381786
2025-03-25,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,37085,6062,144,5,238250
2025-04-07,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,40345,23077,306,10,376132
2025-04-08,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,79701,40513,640,30,1128038
2025-04-09,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,171611,79260,1063,59.01,2237905
2025-04-10,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,150076,76963,1127,59.01,2448363
2025-04-11,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50072,30868,348,8,338407
2025-04-12,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,70183,56859,748,32,1338610
2025-04-13,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,42107,30359,428,19,798792
2025-04-14,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,31524,25967,292,10,448000
2025-04-15,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,44084,33260,405,8,362400
2025-04-16,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,55082,32899,307,7.01,246935
2025-04-17,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,200087,114776,1349,78,2738318
2025-04-18,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50732,29554,285,9.02,329964
2025-04-19,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,80770,46331,598,27,951803
2025-04-20,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30050,19194,284,2,70500
2025-04-21,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,118833,52506,638,23.51,871169
2025-04-22,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,99347,41479,540,13.5,475857
2025-04-23,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,40263,10747,216,10,352500
2025-04-24,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50156,13219,256,12,422988
2025-04-25,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,223798,70255,1058,57.4,2129228
2025-04-26,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50197,26700,325,18.02,665024
2025-04-27,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,15874,8390,102,6,224400
2025-04-28,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,246380,131438,972,38.99,1445910
2025-04-29,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30316,18411,163,4,147600
2025-04-30,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,37656,19029,195,4,154000
2025-05-01,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50194,25075,333,26,964697
2025-05-02,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,70293,46911,375,23,848700
2025-05-03,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,73263,45364,471,18.5,682645
2025-05-04,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,50187,30520,283,18.5,682686
2025-05-05,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,23811,13622,163,6,221333
2025-08-13,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,30726,8574,62,1,36900
2025-08-14,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,300330,125724,1364,44.28,1631467
2025-08-15,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,418754,179353,2086,81.03,3020842
2025-08-16,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,66037,19127,249,11.98,441889
2025-08-18,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,57019,15477,132,4,147710
2025-08-19,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,56084,16656,198,11,405900
2025-08-20,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,52386,17681,201,8,295122
2025-08-21,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,103016,34096,338,11,405900
2025-08-22,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,200050,65542,676,30.07,1109601
2025-08-23,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,486924,175848,1827,79.48,2953922
2025-08-24,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,156415,63189,665,19.98,783921
2025-08-25,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,525316,161216,1480,75.28,2803283
2025-08-26,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,119590,87453,590,13.53,499105
2025-08-27,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,200323,152069,792,37.3,1351169
2025-08-28,4988024901,22344771495,250318_래쉬펌_디멘드젠 캠페인,176784261539,250318_래쉬펌_영상_디멘드젠캠페인,739696760282,A0000000000134025_래쉬펌_영상,DEMAND_GEN_VIDEO_RESPONSIVE_AD,PAUSED,264236,190761,1058,34.1,1277870
